train_id,region,season,train_type,train_age_years,average_speed_kmph,distance_travelled_km,ambient_temperature_c,humidity_percent,rainfall_mm,wheel_wear_percent,track_vibration_level,rail_wear_mm,bearing_temperature_c,axle_temperature_c,brake_pad_wear_percent,brake_pressure_psi,battery_voltage,last_maintenance_days,sensor_health_index,inspection_score,delay_minutes,failure_type,maintenance_required,failure_severity,risk_score
37768,Central Railway,Monsoon,Express,10,108.24970616584267,113944,27.8,87.2,46.6,41.7,1.4,5.41,80.6,71.0,52.8,85.9,23.1,1,100.0,90.7,45.6,None,0,None,52.1
37769,Southern Railway,Monsoon,Passenger,25,62.30654950347628,25757,32.4,97.5,,35.1,1.83,17.18,65.9,68.9,42.9,98.7,,80,60.4,57.5,30.6,Track Defect,1,High,74.1
37770,Central Railway,Winter,Freight,6,37.26962329815845,35424,19.5,50.3,3.1,16.7,1.4,7.59,56.9,66.7,16.5,102.1,24.69,232,59.8,67.1,8.2,None,0,None,61.9
37771,South Central Railway,Summer,Express,23,112.28251925037453,54460,23.9,63.9,4.6,34.0,2.73,10.72,78.5,68.5,38.7,90.6,22.72,277,35.2,44.7,8.9,None,0,None,85.8
37772,Eastern Railway,Winter,Freight,11,54.65640269517306,57708,19.3,55.1,0.9,20.6,,8.4,60.5,47.3,47.5,91.7,27.58,287,55.9,64.6,16.0,None,0,None,69.7
37773,Northern Railway,Winter,Express,24,97.89014204983158,41313,18.0,30.9,4.7,51.4,4.29,15.73,88.3,85.5,57.0,105.8,22.22,17,99.2,89.1,20.3,Track Defect,1,Low,56.0
37774,Eastern Railway,Winter,Express,14,86.04229254395898,170609,22.6,33.4,5.3,45.6,4.5,5.72,75.1,71.4,61.8,89.0,22.94,264,54.1,57.2,12.9,None,0,None,81.6
37775,Western Railway,Winter,Passenger,6,71.3358711615369,78495,24.0,38.4,0.6,10.9,1.68,6.59,61.3,48.4,33.4,92.9,23.45,254,36.7,42.5,2.6,None,0,None,79.7
37776,Eastern Railway,Summer,Passenger,7,61.9286158240667,99773,40.5,60.5,2.7,24.1,1.94,5.46,58.4,63.7,36.0,104.3,23.36,337,44.2,64.4,16.4,None,0,None,72.4
37777,Eastern Railway,Monsoon,Metro,14,61.89790830110216,92076,19.9,76.2,63.2,26.0,3.08,6.92,72.6,53.8,7.8,110.7,22.66,250,57.2,66.5,32.5,None,0,None,63.9
37778,Southern Railway,Winter,Passenger,34,76.8689150995496,116778,26.1,56.6,0.8,69.2,4.28,17.34,83.5,78.8,65.1,106.0,24.89,106,88.9,88.7,5.7,Track Defect,1,Low,64.9
37779,Southern Railway,Summer,Express,6,111.99350956118766,92609,42.3,65.3,,4.7,1.65,2.96,,51.9,22.7,114.1,23.88,281,46.1,61.6,5.8,None,0,None,66.1
37780,Southern Railway,Summer,Freight,31,40.25361021934556,25014,38.4,59.6,3.3,57.8,,12.73,102.2,84.7,60.6,81.9,27.97,182,54.4,69.6,6.5,Wheel Defect,1,Medium,79.4
37781,Southern Railway,Monsoon,Express,5,115.66981352479347,144467,35.5,87.9,114.2,26.6,2.75,9.53,76.5,58.6,0.0,129.6,25.62,178,71.0,64.6,28.7,None,0,None,59.5
37782,Central Railway,Summer,Passenger,24,67.32647755791315,42006,46.7,56.9,13.6,38.7,2.59,10.08,74.1,72.7,59.4,84.0,23.94,90,81.2,69.1,0.8,None,0,None,66.6
37783,South Central Railway,Summer,Express,27,117.42042464551079,178033,30.8,51.4,5.9,76.3,5.76,15.85,89.9,76.9,70.7,92.8,28.22,91,83.2,84.3,13.3,Track Defect,1,High,71.0
37784,South Central Railway,Summer,Express,15,113.27008889961488,51046,30.9,44.2,3.5,27.7,2.09,8.34,67.7,67.9,46.5,100.7,26.09,150,67.1,60.1,7.5,None,0,None,69.7
37785,Southern Railway,Summer,Freight,10,57.11170014704844,196079,31.8,65.8,6.6,30.1,3.99,5.22,69.1,66.0,27.1,101.5,26.8,327,30.8,42.4,4.9,None,0,None,85.4
37786,Western Railway,Summer,Passenger,10,71.42640373218023,58470,33.6,55.4,,0.7,0.0,4.71,53.1,47.4,28.4,109.3,26.54,164,80.1,62.7,7.8,Brake Failure,1,Low,55.3
37787,Northern Railway,Winter,Express,24,106.59714340261036,107814,10.6,,2.7,32.4,3.32,8.76,76.5,59.9,48.7,77.5,25.93,152,63.7,42.3,11.6,None,0,None,79.4
37788,Central Railway,Summer,Express,32,99.82864268984063,80317,32.1,60.6,9.6,58.0,4.62,13.33,74.7,78.4,49.9,91.0,28.62,343,29.2,43.1,12.1,None,0,None,96.0
37789,Central Railway,Summer,Passenger,8,88.89007082959318,87024,41.0,60.0,0.5,12.8,1.78,7.69,63.0,42.8,21.5,130.7,23.6,153,76.8,64.6,6.1,None,0,None,57.5
37790,Eastern Railway,Winter,Express,14,95.00377766356499,399877,19.5,51.3,1.6,,4.8,7.2,71.0,56.5,31.6,103.8,24.89,6,100.0,91.1,6.9,None,0,None,48.5
37791,Northern Railway,Summer,Passenger,13,81.59536209073573,43369,36.6,60.0,6.7,29.7,1.76,11.12,63.7,72.0,10.1,104.0,26.33,182,72.9,66.4,4.4,None,0,None,60.5
37792,Central Railway,Winter,Freight,9,68.05091329016759,150497,19.3,54.0,0.1,8.0,1.3,8.08,61.3,64.6,34.5,96.2,24.84,21,93.1,89.3,11.7,None,0,None,43.5
37793,Western Railway,Winter,Express,7,106.70784270615334,106046,19.0,48.8,2.4,20.7,2.6,4.17,60.9,52.9,0.0,122.3,23.41,364,36.4,53.1,9.9,None,0,None,73.0
37794,Eastern Railway,Summer,Passenger,21,72.08832671975001,298617,35.0,64.7,1.8,81.1,6.02,10.27,104.8,85.3,36.5,97.8,24.33,35,85.0,84.1,8.8,None,0,None,66.6
37795,Western Railway,Winter,Express,14,85.59445428052739,102945,36.8,51.1,3.8,18.3,1.89,7.49,74.5,57.1,57.0,87.9,26.96,290,47.1,43.6,7.8,None,0,None,81.5
37796,South Central Railway,Monsoon,Freight,28,46.18406979655673,31893,32.4,96.9,65.0,61.4,3.99,9.87,79.2,72.1,49.5,96.9,22.32,87,86.3,86.9,32.5,None,0,None,62.1
37797,South Central Railway,Summer,Passenger,32,81.90576374578481,52533,42.7,51.1,1.0,60.7,5.08,12.97,75.9,73.3,75.8,77.0,24.58,267,38.6,43.7,7.4,None,0,None,97.5
37798,Central Railway,Summer,Express,24,108.93424781280774,99221,35.7,65.9,0.6,37.8,2.65,14.57,87.7,70.5,37.7,101.4,25.98,215,55.4,57.7,6.1,Track Defect,1,High,75.4
37799,Eastern Railway,Summer,Passenger,21,88.97497118672078,122308,36.9,,3.5,54.7,3.56,16.48,84.6,56.9,60.6,90.6,24.56,38,94.4,99.4,7.3,Track Defect,1,Low,54.7
37800,Western Railway,Winter,Freight,11,62.71258503367685,157313,15.1,38.2,0.2,38.0,3.45,9.13,86.8,56.4,60.6,76.2,23.31,293,48.0,61.7,8.1,None,0,None,79.5
37801,Western Railway,Summer,Metro,8,70.28941280678866,258394,34.4,47.5,4.0,16.6,0.46,7.13,52.3,58.4,47.9,88.6,,353,18.7,40.0,2.0,None,0,None,89.7
37802,Central Railway,Summer,Passenger,28,63.84970999934133,109517,43.1,66.0,,66.1,5.06,11.94,82.1,77.2,85.4,68.4,21.72,287,40.8,40.0,6.1,Brake Failure,1,Low,100.0
37803,Northern Railway,Monsoon,Freight,28,53.17464809963407,172086,28.2,94.9,35.4,63.9,3.23,13.04,,77.1,90.8,58.4,24.71,142,75.7,70.5,12.7,Brake Failure,1,Medium,78.7
37804,South Central Railway,Winter,Passenger,23,51.116387582000826,65793,19.2,53.3,0.3,56.1,4.23,9.99,79.2,67.9,57.6,85.3,24.9,352,36.7,41.1,23.8,Brake Failure,1,Medium,95.2
37805,Central Railway,Summer,Express,8,93.17209711266527,75499,49.3,51.1,1.2,32.1,,4.88,63.8,56.7,30.4,91.9,21.15,19,100.0,91.8,13.1,None,0,None,45.9
37806,Northern Railway,Summer,Passenger,17,76.7690395416882,72983,37.4,81.4,17.9,39.6,4.35,8.2,82.0,65.4,52.3,92.5,24.04,237,62.4,50.6,3.2,None,0,None,78.8
37807,Western Railway,Summer,Freight,4,53.22400601172547,269112,40.7,67.0,2.2,15.9,1.8,2.7,67.1,88.02,3.1,131.6,27.49,317,36.4,40.1,16.9,None,0,None,77.5
37808,Southern Railway,Summer,Passenger,26,79.09065112398044,103270,28.9,52.5,0.3,68.1,4.99,16.85,97.3,78.8,65.3,80.9,24.2,179,72.1,70.6,22.2,Track Defect,1,Medium,77.0
37809,South Central Railway,Monsoon,Passenger,3,57.72916243007492,65818,29.4,80.0,35.3,10.4,1.51,3.66,66.0,55.1,21.3,106.2,26.12,195,55.6,57.2,30.1,Wheel Defect,1,Low,66.3
37810,Central Railway,Monsoon,Passenger,12,73.6622402079662,99479,24.0,95.4,75.3,38.4,2.44,6.33,82.3,66.5,27.3,97.8,22.47,26,100.0,82.3,48.9,None,0,None,50.8
37811,Southern Railway,Summer,Express,31,104.54788452779768,126476,31.5,58.0,1.3,57.1,,12.24,91.4,71.2,70.5,81.5,25.22,245,57.9,63.2,2.6,Track Defect,1,Medium,82.2
37812,South Central Railway,Summer,Passenger,30,68.12724199209671,53001,41.7,,0.1,73.9,6.42,12.1,77.4,87.0,61.2,82.2,23.7,232,37.4,46.3,5.2,None,0,None,97.9
37813,Eastern Railway,Winter,Express,2,97.35072445535572,124460,25.5,61.3,0.7,17.5,2.88,1.29,69.8,46.6,0.0,128.6,24.4,297,37.7,43.0,24.2,None,0,None,75.9
37814,Southern Railway,Monsoon,Freight,23,49.1165359184539,26054,29.3,70.3,68.9,73.0,5.56,10.44,83.8,80.2,69.2,85.3,25.12,21,100.0,83.5,43.5,Bearing Failure,1,Medium,65.2
37815,Western Railway,Monsoon,Freight,21,45.5685584303771,32742,31.0,72.1,22.0,18.8,2.7,8.93,71.2,54.0,64.4,92.0,25.86,155,64.1,61.0,37.3,None,0,None,70.7
37816,Central Railway,Monsoon,Express,8,114.66256823940739,36681,20.2,85.6,45.9,15.7,1.65,5.39,68.2,44.1,35.5,102.6,22.56,299,35.0,44.2,23.0,None,0,None,81.0
37817,Eastern Railway,Winter,Passenger,11,76.53853426434762,23429,17.6,40.7,2.1,21.3,1.08,5.29,65.1,68.2,7.6,118.3,21.01,333,24.4,48.2,6.6,None,0,None,79.9
37818,Southern Railway,Summer,Express,12,107.70804089690596,70516,36.6,42.4,3.4,6.7,1.81,4.72,65.0,42.5,28.5,101.6,25.22,278,49.8,51.7,7.0,None,0,None,70.3
37819,Eastern Railway,Winter,Freight,2,55.854132915033375,223703,22.7,50.5,0.2,11.2,1.52,4.36,62.0,59.3,11.3,109.8,23.87,338,43.3,50.5,12.5,None,0,None,71.3
37820,Northern Railway,Summer,Express,23,105.29871402010751,167117,30.7,65.5,8.8,,3.94,12.12,81.6,68.6,75.8,89.0,23.37,209,59.8,63.1,3.7,None,0,None,80.1
37821,Western Railway,Winter,Freight,5,54.46064961971745,108114,13.1,43.2,5.6,16.6,3.88,3.71,62.9,50.6,21.5,117.8,23.41,232,56.5,68.0,19.1,None,0,None,63.3
37822,Eastern Railway,Summer,Passenger,27,77.70000858311195,44412,38.0,68.7,5.5,70.0,5.06,12.63,106.2,67.4,64.3,94.6,22.91,262,41.1,41.6,12.0,None,0,None,98.2
37823,Northern Railway,Monsoon,Passenger,23,82.93178580745189,91512,29.0,71.3,57.0,,4.39,12.61,78.0,69.5,70.6,90.6,22.46,28,95.2,94.8,26.7,None,0,None,61.0
37824,Western Railway,Summer,Passenger,27,94.90450102869518,66142,37.9,65.0,8.6,,2.59,13.21,65.2,67.2,50.9,95.4,27.55,251,49.7,56.9,1.4,Signal Failure,1,Medium,78.6
37825,Eastern Railway,Monsoon,Freight,13,38.13686859372456,36958,30.2,71.5,66.6,36.0,2.4,8.93,79.0,76.0,19.6,107.1,24.92,78,89.6,84.6,8.7,None,0,None,51.2
37826,Central Railway,Summer,Express,14,117.30791507189691,79983,36.2,56.2,6.7,24.5,2.77,6.19,,51.0,27.8,97.3,23.43,359,50.2,55.8,6.4,None,0,None,72.9
37827,Northern Railway,Summer,Freight,20,76.15799001842191,53351,36.5,61.3,3.5,36.2,3.68,16.22,70.6,60.0,41.4,89.8,22.92,173,60.8,57.8,13.8,Track Defect,1,Medium,73.9
37828,Western Railway,Winter,Passenger,10,66.43832710916332,128690,24.2,85.1,0.7,25.5,1.8,6.85,50.3,59.4,39.1,83.8,24.01,52,94.2,87.5,9.6,Signal Failure,1,Medium,49.0
37829,Eastern Railway,Winter,Passenger,29,81.11757613815031,114424,22.3,62.3,4.5,63.9,2.9,12.51,78.6,62.7,62.8,85.4,26.4,212,53.6,60.2,8.5,None,0,None,85.2
37830,Central Railway,Summer,Freight,4,46.910988104987496,312878,41.8,70.0,4.7,40.9,3.91,5.31,81.5,55.4,4.0,118.0,27.56,283,40.9,48.2,6.5,None,0,None,79.3
37831,South Central Railway,Summer,Express,12,127.70139909737864,58419,30.7,55.1,5.9,8.9,2.11,4.45,53.1,64.7,22.2,106.0,25.06,226,59.5,47.4,9.2,Wheel Defect,1,Low,68.8
37832,Eastern Railway,Summer,Express,6,74.15238691087035,76925,35.3,47.0,5.7,36.7,2.15,6.24,70.2,60.2,0.0,116.3,22.84,106,72.9,82.4,12.6,None,0,None,54.3
37833,Eastern Railway,Monsoon,Passenger,24,75.77287282372463,24044,26.4,81.2,100.2,45.4,2.97,13.05,43.8,50.3,52.9,99.9,26.32,194,56.0,51.5,41.0,None,0,None,81.9
37834,Western Railway,Summer,Express,28,108.64922381273607,87863,46.5,59.6,1.9,54.8,3.41,14.29,82.1,74.3,58.8,114.2,23.41,148,72.0,63.7,7.4,Track Defect,1,Low,75.5
37835,Southern Railway,Summer,Passenger,15,70.14989825630845,137641,37.8,56.0,10.5,33.2,3.44,8.12,68.8,64.8,22.4,110.1,27.14,207,54.3,61.4,2.2,None,0,None,70.8
37836,Southern Railway,Summer,Express,19,117.72231476141167,177744,33.1,52.9,10.5,24.5,,9.82,65.6,52.5,60.0,89.2,22.77,218,66.4,68.0,13.8,None,0,None,68.0
37837,Eastern Railway,Monsoon,Express,26,87.75398339052546,177721,26.7,78.9,,43.7,3.85,9.41,77.8,72.2,38.3,94.3,23.29,81,87.7,85.4,18.4,None,0,None,56.2
37838,Southern Railway,Winter,Passenger,19,72.213870331935,80715,27.6,50.3,1.8,36.0,2.99,9.52,54.3,63.6,50.0,83.1,22.58,136,66.2,71.7,6.9,None,0,None,68.0
37839,Central Railway,Monsoon,Metro,9,71.04991882778211,51657,27.3,86.5,73.4,61.7,4.51,7.19,94.9,55.0,37.6,100.8,24.25,343,39.3,56.3,20.3,Brake Failure,1,Critical,86.8
37840,South Central Railway,Winter,Freight,28,52.28639732669276,71665,25.7,55.5,0.4,57.3,4.21,10.59,93.5,70.0,54.0,84.0,23.36,26,94.7,87.6,20.1,Brake Failure,1,Medium,59.0
37841,South Central Railway,Monsoon,Express,4,111.90201911895711,85288,33.3,80.5,24.6,18.2,1.21,2.4,50.8,64.1,0.0,123.7,25.86,280,38.6,48.4,26.8,None,0,None,73.6
37842,South Central Railway,Monsoon,Passenger,27,69.96565698140566,10862,24.1,72.1,86.6,48.4,3.87,12.06,82.3,74.8,57.8,76.3,25.91,116,72.2,73.0,30.2,None,0,None,69.9
37843,Eastern Railway,Winter,Passenger,6,66.78120299399461,199983,17.8,45.8,0.6,33.9,3.31,2.71,54.8,57.5,21.8,103.4,22.17,316,32.4,50.5,8.2,None,0,None,81.9
37844,Eastern Railway,Summer,Passenger,32,66.42084845547308,92684,49.4,66.4,0.8,58.2,3.1,14.83,,85.2,61.1,90.9,27.76,363,29.3,40.0,1.5,Track Defect,1,Medium,98.9
37845,Western Railway,Summer,Express,20,111.55032925392607,63771,34.2,54.7,20.3,32.4,2.12,8.79,60.3,59.5,43.9,97.5,23.6,135,72.9,74.1,4.2,None,0,None,63.2
37846,South Central Railway,Monsoon,Passenger,10,67.7844874121188,100761,27.6,71.6,90.3,22.3,1.51,4.53,58.3,56.4,35.7,111.7,21.59,46,98.5,87.4,60.9,None,0,None,46.4
37847,South Central Railway,Monsoon,Freight,32,44.69471721546778,64086,25.9,60.2,,73.2,5.25,11.12,89.8,68.5,61.7,77.1,26.32,333,38.3,49.0,10.6,None,0,None,96.5
37848,Eastern Railway,Winter,Passenger,19,55.45107262759956,61677,19.9,55.6,0.6,49.7,3.37,8.31,89.6,52.9,55.2,80.3,24.17,276,43.4,51.5,10.7,None,0,None,87.1
37849,Central Railway,Summer,Passenger,1,89.24825446534791,41815,43.6,45.4,3.2,3.8,0.39,3.29,56.4,64.1,17.4,101.6,23.71,128,83.6,88.1,4.9,None,0,None,43.2
37850,Southern Railway,Summer,Freight,11,42.325729217045776,53029,36.6,59.8,4.7,12.2,0.19,7.2,64.1,61.7,24.3,107.7,23.48,177,66.1,79.4,2.0,None,0,None,55.1
37851,Central Railway,Monsoon,Express,27,92.64702242059022,136494,27.3,,55.1,50.4,,13.44,75.6,58.5,63.5,79.4,24.47,259,43.0,54.0,17.9,Brake Failure,1,Low,87.6
37852,Western Railway,Summer,Express,34,122.45616069703844,161836,38.8,49.3,1.2,75.8,4.68,13.83,94.6,85.5,62.5,88.7,25.04,270,62.8,61.0,3.1,None,0,None,85.1
37853,Central Railway,Winter,Express,17,114.08967070602993,58587,19.1,23.6,0.4,46.7,2.35,8.01,84.8,65.4,17.9,109.3,24.74,156,53.8,44.6,13.9,None,0,None,80.4
37854,Northern Railway,Winter,Express,11,134.91698602524173,97337,23.9,48.3,4.2,20.1,1.8,6.06,76.2,62.4,22.2,107.4,25.05,360,27.0,40.0,2.2,None,0,None,84.2
37855,Central Railway,Summer,Freight,17,41.81230013578998,66246,27.2,55.6,10.1,62.1,,7.25,92.5,77.7,63.7,83.5,23.35,297,40.0,53.8,7.5,None,0,None,91.6
37856,Eastern Railway,Monsoon,Freight,5,46.70417407496612,417939,27.6,64.2,30.8,6.9,1.55,4.3,71.7,55.6,0.0,137.8,25.03,11,100.0,86.6,31.3,None,0,None,37.1
37857,South Central Railway,Summer,Passenger,16,69.5281958799479,72318,46.5,81.8,,29.7,2.76,9.48,,51.6,50.8,94.4,25.35,313,41.2,45.0,3.8,None,0,None,84.7
37858,Southern Railway,Summer,Passenger,34,94.61927130003242,115088,41.0,56.4,8.3,62.1,4.82,18.36,87.1,76.3,80.2,72.2,24.14,117,71.7,63.0,11.5,Track Defect,1,High,80.8
37859,Western Railway,Summer,Express,24,100.31881678962368,92006,31.8,56.5,17.2,64.5,3.99,9.46,79.2,65.4,31.1,102.3,24.53,2,99.8,79.2,10.2,None,0,None,59.1
37860,Central Railway,Summer,Passenger,7,83.496501892426,97704,38.8,55.0,1.4,39.6,2.4,4.18,78.4,52.2,6.7,111.5,26.42,219,68.2,70.8,7.6,None,0,None,62.1
37861,Eastern Railway,Summer,Freight,18,76.9405023609036,70363,27.4,60.6,3.9,40.9,0.39,8.43,67.2,50.6,16.8,102.0,24.72,166,56.0,52.9,8.9,None,0,None,74.8
37862,Southern Railway,Winter,Freight,31,59.3822744036466,41806,16.8,34.4,1.6,76.3,4.2,13.32,,85.7,65.0,80.0,25.79,356,13.5,40.0,8.9,None,0,None,100.0
37863,Northern Railway,Monsoon,Freight,6,59.56354520103491,273867,27.0,81.1,49.9,29.6,2.16,12.07,,52.1,0.0,113.1,21.88,80,95.0,100.0,29.9,Signal Failure,1,Medium,38.9
37864,Western Railway,Summer,Passenger,20,82.68960446909081,40003,37.0,71.8,4.5,79.1,4.65,11.43,98.6,87.7,40.9,101.5,23.8,10,89.7,80.3,29.1,None,0,None,66.9
37865,Central Railway,Monsoon,Freight,11,54.74527669167373,165140,25.4,72.7,,22.6,1.98,7.42,,67.8,41.7,87.4,24.58,69,85.4,94.6,19.9,None,0,None,48.4
37866,Central Railway,Summer,Express,25,102.96446355752235,46494,33.0,73.5,1.6,53.2,3.46,11.45,82.6,79.8,55.0,98.1,26.65,219,60.4,72.7,9.3,None,0,None,74.3
37867,Western Railway,Winter,Express,2,84.54495777546624,50007,22.4,33.0,4.7,9.5,2.04,5.09,59.1,56.8,0.0,120.3,24.25,287,42.0,40.0,2.9,None,0,None,73.8
37868,Northern Railway,Summer,Freight,9,52.01356601103348,42593,36.9,59.3,3.2,21.5,1.83,4.41,67.1,61.0,14.2,106.4,26.07,31,88.1,82.7,5.0,None,0,None,48.0
37869,Southern Railway,Summer,Passenger,32,89.46875394087407,37304,35.5,57.4,0.2,61.5,5.48,13.63,96.8,71.4,36.9,91.3,24.11,71,80.8,70.5,8.2,None,0,None,68.5
37870,South Central Railway,Winter,Passenger,31,89.03429208138752,132082,8.8,59.7,3.5,84.5,5.67,20.73,100.1,67.8,70.1,81.1,24.6,361,16.5,40.0,2.2,Track Defect,1,High,100.0
37871,Western Railway,Monsoon,Metro,2,82.38972237826492,163047,38.6,77.6,83.6,40.8,4.23,3.07,82.6,59.5,13.8,118.0,25.56,296,45.4,47.6,15.2,None,0,None,79.6
37872,Central Railway,Monsoon,Passenger,7,85.17096460798223,88076,23.4,63.5,45.6,17.1,,4.5,,70.7,14.0,117.9,25.33,38,100.0,98.2,16.1,Track Defect,1,Low,37.1
37873,South Central Railway,Summer,Passenger,31,81.86778173477403,107626,37.9,61.2,1.3,33.7,2.04,10.81,71.9,58.3,74.4,67.1,23.79,92,73.6,67.5,8.3,None,0,None,70.5
37874,Eastern Railway,Winter,Freight,9,54.75787737495308,42060,18.1,53.9,0.9,16.6,2.94,3.49,66.7,57.0,15.3,105.4,23.28,88,86.8,72.9,1.8,None,0,None,51.2
37875,Southern Railway,Monsoon,Freight,10,72.4734446312968,36601,29.0,78.3,83.7,15.4,1.85,6.92,72.7,45.9,34.0,99.0,27.14,304,23.0,40.0,21.3,Wheel Defect,1,Low,86.0
37876,Western Railway,Summer,Freight,13,70.13801386184362,68779,26.9,62.4,4.4,44.3,2.71,4.85,74.2,67.7,33.0,109.9,25.6,352,29.4,40.0,7.6,None,0,None,91.2
37877,Northern Railway,Summer,Freight,15,50.91958438814589,248826,40.3,50.4,6.5,46.5,3.53,10.13,72.3,68.8,16.0,110.7,25.56,282,48.9,51.2,4.4,None,0,None,78.9
37878,South Central Railway,Summer,Freight,20,61.390089541287324,138843,41.5,78.7,7.0,36.3,1.52,14.29,69.9,50.6,18.0,102.9,25.26,259,50.4,58.1,6.4,Track Defect,1,Low,73.4
37879,Northern Railway,Monsoon,Passenger,13,64.61198912131314,387982,26.8,87.9,57.5,28.6,0.64,17.28,53.7,66.3,34.9,96.1,22.96,202,53.7,63.8,19.5,Track Defect,1,Low,70.8
37880,Eastern Railway,Summer,Express,26,112.68526801059873,124595,34.3,55.4,7.0,44.9,3.39,13.15,81.6,46.2,62.3,77.4,25.15,298,28.8,40.5,7.2,None,0,None,95.7
37881,Southern Railway,Monsoon,Passenger,10,65.91721675562212,101266,29.7,84.3,46.7,24.3,,3.58,83.0,56.9,41.8,101.3,22.84,142,80.7,85.0,18.8,None,0,None,54.1
37882,Western Railway,Winter,Express,3,85.32816965593997,193488,15.4,61.8,3.2,14.7,1.74,4.83,57.1,43.7,7.6,113.2,25.52,364,20.3,40.0,5.3,Bearing Failure,1,Low,82.7
37883,Western Railway,Summer,Passenger,24,73.5487535890016,91253,40.6,58.4,7.6,56.5,4.66,15.03,84.1,75.6,64.6,90.8,22.17,131,69.4,66.6,5.2,Track Defect,1,High,76.4
37884,South Central Railway,Summer,Passenger,16,96.19888324021716,134955,32.9,41.3,10.7,36.1,2.58,6.55,64.8,68.7,59.9,89.1,23.03,153,72.6,76.6,12.9,None,0,None,65.6
37885,Western Railway,Winter,Passenger,26,79.80938216854153,66797,23.2,64.9,3.2,47.7,3.8,12.34,84.8,74.8,59.5,85.7,22.73,17,99.1,85.7,12.2,None,0,None,56.9
37886,Eastern Railway,Monsoon,Freight,8,56.88394452497073,89056,28.5,81.2,,24.0,1.39,5.5,66.3,67.0,0.0,120.8,24.54,235,54.0,72.4,26.1,None,0,None,60.8
37887,Eastern Railway,Summer,Express,30,115.23296601868678,856544,38.6,46.5,6.1,95.8,5.75,11.82,92.4,75.0,64.0,92.6,25.47,220,57.7,51.8,13.0,Wheel Defect,1,Critical,95.5
37888,Central Railway,Winter,Express,9,122.94582752997626,31480,26.8,37.6,0.4,26.1,2.22,4.18,81.9,60.1,17.7,107.9,23.47,5,100.0,92.9,1.1,None,0,None,42.0
37889,Southern Railway,Summer,Passenger,19,88.24199212250544,45363,38.0,62.6,1.9,60.5,,11.43,74.9,76.7,35.3,95.2,23.18,228,66.6,57.0,5.0,None,0,None,77.6
37890,Eastern Railway,Monsoon,Freight,23,44.746596310147154,249327,33.3,92.0,,56.1,5.21,9.91,88.3,64.9,58.7,90.1,24.33,199,58.3,53.4,14.5,None,0,None,84.0
37891,Western Railway,Summer,Passenger,13,77.47815785718875,110200,34.8,56.3,2.8,11.4,,8.18,71.7,45.5,41.7,107.0,27.17,339,29.5,43.9,3.5,None,0,None,82.7
37892,Northern Railway,Winter,Passenger,22,76.78536774883159,117955,14.5,64.3,3.6,50.2,3.21,12.29,84.8,56.9,74.9,72.3,22.09,58,86.9,77.8,21.5,Bearing Failure,1,Low,66.6
37893,Southern Railway,Summer,Passenger,25,59.58718204402947,324057,44.0,76.2,4.8,58.3,4.98,14.87,88.5,80.8,60.8,79.8,23.88,204,67.7,60.5,13.6,Track Defect,1,Medium,79.2
37894,Southern Railway,Monsoon,Passenger,24,58.60361248184992,184285,29.0,74.4,67.3,56.8,4.1,10.21,68.4,83.8,65.5,79.2,25.95,233,56.4,51.7,19.5,None,0,None,86.4
37895,Northern Railway,Summer,Passenger,29,60.88827976017783,121344,34.4,54.1,3.1,50.6,3.29,11.3,81.1,60.3,100.0,71.5,25.52,60,86.1,70.9,7.1,None,0,None,73.5
37896,Central Railway,Summer,Passenger,31,72.96409302455808,351462,36.2,52.6,5.0,57.9,4.91,14.84,96.8,74.6,78.6,60.5,20.41,67,75.5,76.7,10.6,Track Defect,1,Medium,72.9
37897,Eastern Railway,Winter,Passenger,9,73.55009630520452,332691,21.7,45.9,4.6,33.7,2.54,6.78,75.2,68.5,31.8,102.1,19.61,58,91.2,69.6,31.6,Signal Failure,1,Low,58.0
37898,Southern Railway,Summer,Passenger,13,88.55536159083506,74420,38.7,65.0,6.4,24.6,3.01,13.02,58.5,57.2,22.0,91.0,25.92,334,30.5,40.0,3.2,Signal Failure,1,Low,84.3
37899,Southern Railway,Winter,Metro,7,59.373929142220035,98278,18.5,59.6,9.5,17.6,1.72,5.64,49.2,58.4,4.2,100.8,23.18,5,99.6,100.0,23.8,None,0,None,35.1
37900,South Central Railway,Monsoon,Passenger,27,94.15769463882717,7610,32.0,91.0,66.0,46.8,4.02,12.16,79.3,64.4,64.5,80.8,23.69,91,85.1,88.6,35.2,None,0,None,60.4
37901,Western Railway,Winter,Express,28,108.27462795332876,10858,17.0,34.1,1.0,67.4,4.39,18.01,83.2,83.6,39.7,100.5,25.66,312,40.1,49.3,2.2,Track Defect,1,High,91.0
37902,Central Railway,Summer,Freight,12,74.65959940093089,51829,29.2,66.6,9.6,28.0,2.27,4.5,63.7,55.3,0.0,122.2,23.95,32,77.5,70.2,15.7,Bearing Failure,1,Low,55.7
37903,Central Railway,Monsoon,Passenger,8,56.98025559965987,107786,25.5,76.0,48.2,12.9,1.23,5.15,63.0,55.4,8.9,132.9,19.94,140,64.5,70.4,21.6,None,0,None,57.1
37904,South Central Railway,Winter,Passenger,15,74.98392824113654,202376,25.0,60.2,8.6,63.1,5.27,8.72,84.3,60.9,44.8,94.8,25.7,337,28.3,49.3,1.7,None,0,None,94.3
